REGION,GROUP,SUBGROUP,CLASS,LEVEL,CHART,SERIES_ID,CONSUMPTION
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Food additives and condiments,3,0.6,A2329476C,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Oils and fats,3,0.8,A2329521C,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Snacks and confectionery,3,0.3,A2331726X,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Other food products n.e.c.,3,0.1,A2327766R,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,,2,0.7,A3604008R,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Coffee, tea and cocoa",3,0.8,A2327721K,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Waters, soft drinks and juices",3,0.1,A2331771K,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,,2,0.6,A2326281X,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Restaurant meals,3,0.6,A2327541A,
Hobart,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Take away and fast foods,3,0.1,A2327586F,
Hobart,ALCOHOL AND TOBACCO,,,1,0.7,A2326101C,
Hobart,ALCOHOL AND TOBACCO,Alcoholic beverages,,2,0.4,A2326731W,
Hobart,ALCOHOL AND TOBACCO,Alcoholic beverages,Spirits,3,1.0,A2328936L,
Hobart,ALCOHOL AND TOBACCO,Alcoholic beverages,Wine,3,0.4,A2328891V,
Hobart,ALCOHOL AND TOBACCO,Alcoholic beverages,Beer,3,0.6,A2328846J,
Hobart,ALCOHOL AND TOBACCO,Tobacco,,2,0.4,A2326776A,
Hobart,ALCOHOL AND TOBACCO,Tobacco,Tobacco,3,0.5,A2328981X,
Hobart,CLOTHING AND FOOTWEAR,,,1,0.9,A2325921T,
Hobart,CLOTHING AND FOOTWEAR,Garments,,2,1.0,A3604048J,
Hobart,CLOTHING AND FOOTWEAR,Garments,Garments for men,3,1.0,A2329566J,
Hobart,CLOTHING AND FOOTWEAR,Garments,Garments for women,3,0.1,A2329701L,
Hobart,CLOTHING AND FOOTWEAR,Garments,Garments for infants and children,3,0.0,A2329746T,
Hobart,CLOTHING AND FOOTWEAR,Footwear,,2,0.7,A2326371C,
Hobart,CLOTHING AND FOOTWEAR,Footwear,Footwear for men,3,0.4,A2327901V,
Hobart,CLOTHING AND FOOTWEAR,Footwear,Footwear for women,3,0.9,A2327946X,
Hobart,CLOTHING AND FOOTWEAR,Footwear,Footwear for infants and children,3,0.8,A2327991K,
Hobart,CLOTHING AND FOOTWEAR,Accessories and clothing services,,2,0.9,A2329791C,
Hobart,CLOTHING AND FOOTWEAR,Accessories and clothing services,Accessories,3,0.4,A2329836W,
Hobart,CLOTHING AND FOOTWEAR,Accessories and clothing services,"Cleaning, repair and hire of clothing and footwear",3,0.4,A2328036F,
Hobart,HOUSING,,,1,0.1,A2325966W,
Hobart,HOUSING,Rents,,2,0.4,A2331861R,
Hobart,HOUSING,Rents,Rents,3,0.6,A2326416W,
Hobart,HOUSING,New dwelling purchase by owner-occupiers,,2,0.9,A3603558R,
Hobart,HOUSING,New dwelling purchase by owner-occupiers,New dwelling purchase by owner-occupiers,3,0.3,A2329926A,
Hobart,HOUSING,Other housing,,2,0.1,A3603598J,
Hobart,HOUSING,Other housing,Maintenance and repair of the dwelling,3,1.0,A2328081T,
Hobart,HOUSING,Other housing,Property rates and charges,3,0.4,A2329971L,
Hobart,HOUSING,Utilities,,2,0.1,A2326506A,
Hobart,HOUSING,Utilities,Water and sewerage,3,0.8,A2329881J,
Hobart,HOUSING,Utilities,Electricity,3,0.5,A2328126K,
Hobart,HOUSING,Utilities,Gas and other household fuels,3,0.8,A2331906J,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",,,1,0.4,A2326011X,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,,2,0.8,A3604168A,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Furniture,3,0.9,A2328171W,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Carpets and other floor coverings,3,0.6,A3604208J,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,,2,0.5,A3604088A,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,Household textiles,3,0.5,A3604128J,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",,2,0.9,A2330016L,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Major household appliances,3,0.4,A2328261A,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Small electric household appliances,3,0.8,A2331006A,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools","Glassware, tableware and household utensils",3,0.7,A2331051L,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Tools and equipment for house and garden,3,0.8,A2328306V,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,,2,0.1,A2330061X,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Cleaning and maintenance products,3,0.0,A2328351F,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Personal care products,3,0.7,A2329206C,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Other non-durable household products,3,1.0,A2330106T,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,,2,0.1,A2330151C,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Child care,3,0.6,A2331591A,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Hairdressing and personal grooming services,3,0.3,A2329251R,
Hobart,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Other household services,3,0.8,A2331681F,
Hobart,HEALTH,,,1,0.8,A2331096T,
Hobart,HEALTH,"Medical products, appliances and equipment",,2,0.0,A3603638R,
Hobart,HEALTH,"Medical products, appliances and equipment",Pharmaceutical products,3,0.3,A2329161K,
Hobart,HEALTH,"Medical products, appliances and equipment",Therapeutic appliances and equipment,3,0.7,A2329071F,
Hobart,HEALTH,"Medical, dental and hospital services",,2,0.1,A3603678J,
Hobart,HEALTH,"Medical, dental and hospital services",Medical and hospital services,3,0.1,A2329026V,
Hobart,HEALTH,"Medical, dental and hospital services",Dental services,3,0.4,A2329116X,
Hobart,TRANSPORT,,,1,0.1,A2326056C,
Hobart,TRANSPORT,Private motoring,,2,0.5,A2326641T,
Hobart,TRANSPORT,Private motoring,Motor vehicles,3,0.8,A2328576V,
Hobart,TRANSPORT,Private motoring,Spare parts and accessories for motor vehicles,3,0.9,A2328711X,
Hobart,TRANSPORT,Private motoring,Automotive fuel,3,0.8,A2328621V,
Hobart,TRANSPORT,Private motoring,Maintenance and repair of motor vehicles,3,0.7,A2328756C,
Hobart,TRANSPORT,Private motoring,Other services in respect of motor vehicles,3,1.0,A2328666X,
Hobart,TRANSPORT,Urban transport fares,,2,0.3,A2326686W,
Hobart,TRANSPORT,Urban transport fares,Urban transport fares,3,0.8,A2328801C,
Hobart,COMMUNICATION,,,1,0.3,A2331186W,
Hobart,COMMUNICATION,Communication,,2,0.7,A2326596T,
Hobart,COMMUNICATION,Communication,Postal services,3,0.4,A2328486R,
Hobart,COMMUNICATION,Communication,Telecommunication equipment and services,3,0.1,A2328531R,
Hobart,RECREATION AND CULTURE,,,1,0.8,A2331231W,
Hobart,RECREATION AND CULTURE,"Audio, visual and computing equipment and services",,2,0.2,A3603838J,
Hobart,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing equipment",3,0.3,A2329296V,
Hobart,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing media and services",3,0.5,A3603718R,
Hobart,RECREATION AND CULTURE,"Newspapers, books and stationery",,2,0.3,A3603758J,
Hobart,RECREATION AND CULTURE,"Newspapers, books and stationery",Books,3,0.7,A2330196J,
Hobart,RECREATION AND CULTURE,"Newspapers, books and stationery","Newspapers, magazines and stationery",3,0.9,A3603798A,
Hobart,RECREATION AND CULTURE,Holiday travel and accommodation,,2,0.7,A2326866F,
Hobart,RECREATION AND CULTURE,Holiday travel and accommodation,Domestic holiday travel and accommodation,3,0.8,A2329341V,
Hobart,RECREATION AND CULTURE,Holiday travel and accommodation,International holiday travel and accommodation,3,0.0,A2329386X,
Hobart,RECREATION AND CULTURE,"Other recreation, sport and culture",,2,0.5,A2331366F,
Hobart,RECREATION AND CULTURE,"Other recreation, sport and culture","Equipment for sports, camping and open-air recreation",3,0.3,A2330331L,
Hobart,RECREATION AND CULTURE,"Other recreation, sport and culture","Games, toys and hobbies",3,1.0,A2330376T,
Hobart,RECREATION AND CULTURE,"Other recreation, sport and culture",Pets and related products,3,0.6,A2328441K,
Hobart,RECREATION AND CULTURE,"Other recreation, sport and culture",Veterinary and other services for pets,3,0.0,A2328396K,
Hobart,RECREATION AND CULTURE,"Other recreation, sport and culture",Sports participation,3,0.3,A2330421T,
Hobart,RECREATION AND CULTURE,"Other recreation, sport and culture","Other recreational, sporting and cultural services",3,0.7,A2330466W,
Hobart,EDUCATION,,,1,0.6,A2331411F,
Hobart,EDUCATION,Education,,2,0.8,A2329431X,
Hobart,EDUCATION,Education,Preschool and primary education,3,0.8,A2331456K,
Hobart,EDUCATION,Education,Secondary education,3,0.7,A2331501K,
Hobart,EDUCATION,Education,Tertiary education,3,0.7,A2331546R,
Hobart,INSURANCE AND FINANCIAL SERVICES,,,1,0.2,A2332581R,
Hobart,INSURANCE AND FINANCIAL SERVICES,Insurance,,2,0.5,A3602818F,
Hobart,INSURANCE AND FINANCIAL SERVICES,Insurance,Insurance,3,0.1,A3602863T,
Hobart,INSURANCE AND FINANCIAL SERVICES,Financial services,,2,0.4,A3604263X,
Hobart,INSURANCE AND FINANCIAL SERVICES,Financial services,Deposit and loan facilities (direct charges),3,0.1,A3603878A,
Hobart,INSURANCE AND FINANCIAL SERVICES,Financial services,Other financial services,3,0.2,A2332761X,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,,,1,0.9,A2325881K,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,,2,0.9,A2326196F,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Bread,3,0.9,A2327051K,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Cakes and biscuits,3,0.2,A2327096R,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Breakfast cereals,3,0.4,A2327141R,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Other cereal products,3,0.6,A2327186V,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,,2,0.6,A2326241F,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Beef and veal,3,0.2,A2327231V,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Pork,3,0.0,A3603933F,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Lamb and goat,3,0.7,A2327276X,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Poultry,3,0.3,A2327366C,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Other meats,3,0.4,A2327456J,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Fish and other seafood,3,0.3,A2327501J,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,,2,0.2,A2326151A,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Milk,3,0.1,A2326916T,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Cheese,3,0.5,A2326961C,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Ice cream and other dairy products,3,0.6,A2327006X,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,,2,0.3,A2330876L,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Fruit,3,0.7,A2330921L,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Vegetables,3,0.3,A2330966T,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,,2,0.6,A3603973X,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Eggs,3,0.9,A2327636T,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,"Jams, honey and spreads",3,0.2,A2327681C,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Food additives and condiments,3,1.0,A2329481W,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Oils and fats,3,0.6,A2329526R,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Snacks and confectionery,3,0.6,A2331731T,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Other food products n.e.c.,3,0.2,A2327771J,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,,2,1.0,A3604013J,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Coffee, tea and cocoa",3,0.3,A2327726W,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Waters, soft drinks and juices",3,1.0,A2331776W,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,,2,0.9,A2326286K,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Restaurant meals,3,0.7,A2327546L,
Darwin,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,Take away and fast foods,3,0.9,A2327591X,
Darwin,ALCOHOL AND TOBACCO,,,1,1.0,A2326106R,
Darwin,ALCOHOL AND TOBACCO,Alcoholic beverages,,2,0.8,A2326736J,
Darwin,ALCOHOL AND TOBACCO,Alcoholic beverages,Spirits,3,0.8,A2328941F,
Darwin,ALCOHOL AND TOBACCO,Alcoholic beverages,Wine,3,0.7,A2328896F,
Darwin,ALCOHOL AND TOBACCO,Alcoholic beverages,Beer,3,0.3,A2328851A,
Darwin,ALCOHOL AND TOBACCO,Tobacco,,2,0.8,A2326781V,
Darwin,ALCOHOL AND TOBACCO,Tobacco,Tobacco,3,0.1,A2328986K,
Darwin,CLOTHING AND FOOTWEAR,,,1,0.5,A2325926C,
Darwin,CLOTHING AND FOOTWEAR,Garments,,2,0.3,A3604053A,
Darwin,CLOTHING AND FOOTWEAR,Garments,Garments for men,3,0.2,A2329571A,
Darwin,CLOTHING AND FOOTWEAR,Garments,Garments for women,3,0.8,A2329706X,
Darwin,CLOTHING AND FOOTWEAR,Garments,Garments for infants and children,3,0.1,A2329751K,
Darwin,CLOTHING AND FOOTWEAR,Footwear,,2,0.1,A2326376R,
Darwin,CLOTHING AND FOOTWEAR,Footwear,Footwear for men,3,0.2,A2327906F,
Darwin,CLOTHING AND FOOTWEAR,Footwear,Footwear for women,3,0.5,A2327951T,
Darwin,CLOTHING AND FOOTWEAR,Footwear,Footwear for infants and children,3,0.2,A2327996W,
Darwin,CLOTHING AND FOOTWEAR,Accessories and clothing services,,2,0.3,A2329796R,
Darwin,CLOTHING AND FOOTWEAR,Accessories and clothing services,Accessories,3,0.1,A2329841R,
Darwin,CLOTHING AND FOOTWEAR,Accessories and clothing services,"Cleaning, repair and hire of clothing and footwear",3,0.8,A2328041X,
Darwin,HOUSING,,,1,0.8,A2325971R,
Darwin,HOUSING,Rents,,2,0.3,A2331866A,
Darwin,HOUSING,Rents,Rents,3,0.9,A2326421R,
Darwin,HOUSING,New dwelling purchase by owner-occupiers,,2,0.1,A3603563J,
Darwin,HOUSING,New dwelling purchase by owner-occupiers,New dwelling purchase by owner-occupiers,3,0.2,A2329931V,
Darwin,HOUSING,Other housing,,2,0.5,A3603603R,
Darwin,HOUSING,Other housing,Maintenance and repair of the dwelling,3,0.9,A2328086C,
Darwin,HOUSING,Other housing,Property rates and charges,3,0.2,A2329976X,
Darwin,HOUSING,Utilities,,2,0.9,A2326511V,
Darwin,HOUSING,Utilities,Water and sewerage,3,1.0,A2329886V,
Darwin,HOUSING,Utilities,Electricity,3,0.4,A2328131C,
Darwin,HOUSING,Utilities,Gas and other household fuels,3,0.3,A2331911A,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",,,1,0.4,A2326016K,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,,2,0.2,A3604173V,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Furniture,3,0.3,A2328176J,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Furniture and furnishings,Carpets and other floor coverings,3,0.8,A3604213A,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,,2,0.2,A3604093V,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Household textiles,Household textiles,3,0.7,A3604133A,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",,2,0.2,A2330021F,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Major household appliances,3,0.5,A2328266L,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Small electric household appliances,3,0.0,A2331011V,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools","Glassware, tableware and household utensils",3,0.2,A2331056X,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES","Household appliances, utensils and tools",Tools and equipment for house and garden,3,0.4,A2328311L,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,,2,0.1,A2330066K,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Cleaning and maintenance products,3,0.6,A2328356T,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Personal care products,3,0.2,A2329211W,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Non-durable household products,Other non-durable household products,3,0.9,A2330111K,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,,2,0.5,A2330156R,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Child care,3,0.8,A2331596L,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Hairdressing and personal grooming services,3,1.0,A2329256A,
Darwin,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND SERVICES",Domestic and household services,Other household services,3,0.8,A2331686T,
Darwin,HEALTH,,,1,0.1,A2331101X,
Darwin,HEALTH,"Medical products, appliances and equipment",,2,0.9,A3603643J,
Darwin,HEALTH,"Medical products, appliances and equipment",Pharmaceutical products,3,0.2,A2329166W,
Darwin,HEALTH,"Medical products, appliances and equipment",Therapeutic appliances and equipment,3,0.3,A2329076T,
Darwin,HEALTH,"Medical, dental and hospital services",,2,0.0,A3603683A,
Darwin,HEALTH,"Medical, dental and hospital services",Medical and hospital services,3,0.4,A2329031L,
Darwin,HEALTH,"Medical, dental and hospital services",Dental services,3,0.3,A2329121T,
Darwin,TRANSPORT,,,1,0.8,A2326061W,
Darwin,TRANSPORT,Private motoring,,2,0.1,A2326646C,
Darwin,TRANSPORT,Private motoring,Motor vehicles,3,0.4,A2328581L,
Darwin,TRANSPORT,Private motoring,Spare parts and accessories for motor vehicles,3,0.2,A2328716K,
Darwin,TRANSPORT,Private motoring,Automotive fuel,3,0.7,A2328626F,
Darwin,TRANSPORT,Private motoring,Maintenance and repair of motor vehicles,3,0.9,A2328761W,
Darwin,TRANSPORT,Private motoring,Other services in respect of motor vehicles,3,0.4,A2328671T,
Darwin,TRANSPORT,Urban transport fares,,2,0.8,A2326691R,
Darwin,TRANSPORT,Urban transport fares,Urban transport fares,3,0.1,A2328806R,
Darwin,COMMUNICATION,,,1,0.5,A2331191R,
Darwin,COMMUNICATION,Communication,,2,0.1,A2326601X,
Darwin,COMMUNICATION,Communication,Postal services,3,0.4,A2328491J,
Darwin,COMMUNICATION,Communication,Telecommunication equipment and services,3,1.0,A2328536A,
Darwin,RECREATION AND CULTURE,,,1,0.7,A2331236J,
Darwin,RECREATION AND CULTURE,"Audio, visual and computing equipment and services",,2,0.9,A3603843A,
Darwin,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing equipment",3,0.7,A2329301A,
Darwin,RECREATION AND CULTURE,"Audio, visual and computing equipment and services","Audio, visual and computing media and services",3,0.5,A3603723J,
Darwin,RECREATION AND CULTURE,"Newspapers, books and stationery",,2,0.8,A3603763A,
Darwin,RECREATION AND CULTURE,"Newspapers, books and stationery",Books,3,0.7,A2330201R,
Darwin,RECREATION AND CULTURE,"Newspapers, books and stationery","Newspapers, magazines and stationery",3,0.8,A3603803J,
Darwin,RECREATION AND CULTURE,Holiday travel and accommodation,,2,0.6,A2326871X,
Darwin,RECREATION AND CULTURE,Holiday travel and accommodation,Domestic holiday travel and accommodation,3,0.8,A2329346F,
Darwin,RECREATION AND CULTURE,Holiday travel and accommodation,International holiday travel and accommodation,3,0.4,A2329391T,
Darwin,RECREATION AND CULTURE,"Other recreation, sport and culture",,2,0.2,A2331371X,
Darwin,RECREATION AND CULTURE,"Other recreation, sport and culture","Equipment for sports, camping and open-air recreation",3,0.1,A2330336X,
Darwin,RECREATION AND CULTURE,"Other recreation, sport and culture","Games, toys and hobbies",3,0.5,A2330381K,
Darwin,RECREATION AND CULTURE,"Other recreation, sport and culture",Pets and related products,3,0.6,A2328446W,
Darwin,RECREATION AND CULTURE,"Other recreation, sport and culture",Veterinary and other services for pets,3,0.9,A2328401T,
Darwin,RECREATION AND CULTURE,"Other recreation, sport and culture",Sports participation,3,0.5,A2330426C,
Darwin,RECREATION AND CULTURE,"Other recreation, sport and culture","Other recreational, sporting and cultural services",3,0.5,A2330471R,
Darwin,EDUCATION,,,1,0.6,A2331416T,
Darwin,EDUCATION,Education,,2,0.8,A2329436K,
Darwin,EDUCATION,Education,Preschool and primary education,3,0.2,A2331461C,
Darwin,EDUCATION,Education,Secondary education,3,0.6,A2331506W,
Darwin,EDUCATION,Education,Tertiary education,3,0.1,A2331551J,
Darwin,INSURANCE AND FINANCIAL SERVICES,,,1,0.6,A2332586A,
Darwin,INSURANCE AND FINANCIAL SERVICES,Insurance,,2,0.8,A3602823X,
Darwin,INSURANCE AND FINANCIAL SERVICES,Insurance,Insurance,3,0.3,A3602868C,
Darwin,INSURANCE AND FINANCIAL SERVICES,Financial services,,2,0.5,A3604268K,
Darwin,INSURANCE AND FINANCIAL SERVICES,Financial services,Deposit and loan facilities (direct charges),3,0.8,A3603883V,
Darwin,INSURANCE AND FINANCIAL SERVICES,Financial services,Other financial services,3,0.3,A2332766K,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,,,1,0.3,A2325886W,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,,2,0.1,A2326201L,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Bread,3,0.3,A2327056W,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Cakes and biscuits,3,0.1,A2327101W,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Breakfast cereals,3,0.3,A2327146A,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Bread and cereal products,Other cereal products,3,0.3,A2327191L,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,,2,0.9,A2326246T,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Beef and veal,3,0.2,A2327236F,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Pork,3,0.3,A3603938T,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Lamb and goat,3,0.9,A2327281T,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Poultry,3,1.0,A2327371W,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Other meats,3,0.4,A2327461A,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Meat and seafoods,Fish and other seafood,3,0.3,A2327506V,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,,2,0.2,A2326156L,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Milk,3,0.3,A2326921K,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Cheese,3,0.7,A2326966R,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Dairy and related products,Ice cream and other dairy products,3,0.3,A2327011T,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,,2,0.6,A2330881F,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Fruit,3,0.5,A2330926X,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Fruit and vegetables,Vegetables,3,0.7,A2330971K,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,,2,0.1,A3603978K,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Eggs,3,0.2,A2327641K,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,"Jams, honey and spreads",3,0.2,A2327686R,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Food additives and condiments,3,0.7,A2329486J,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Oils and fats,3,0.7,A2329531J,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Snacks and confectionery,3,0.9,A2331736C,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Food products n.e.c.,Other food products n.e.c.,3,0.1,A2327776V,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,,2,0.3,A3604018V,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Coffee, tea and cocoa",3,0.1,A2327731R,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Non-alcoholic beverages,"Waters, soft drinks and juices",3,0.5,A2331781R,
Canberra,FOOD AND NON-ALCOHOLIC BEVERAGES,Meals out and take away foods,,2,0.6,A2326291C,
